CASTLE ROCK,,
3/18/2023,37,13
3/19/2023,41,20
3/20/2023,55,31
3/21/2023,53,26
3/22/2023,56,27
3/23/2023,41,24
3/24/2023,52,19
3/25/2023,46,22
3/26/2023,35,12
3/27/2023,38,21
3/28/2023,31,10
3/29/2023,54,24
3/30/2023,61,29
3/31/2023,64,26
4/1/2023,51,28
4/2/2023,64,33
4/3/2023,69,32
4/4/2023,59,22
4/5/2023,28,6
4/6/2023,36,20
4/7/2023,49,24
4/8/2023,63,33
4/9/2023,63,31
4/10/2023,67,31
4/11/2023,73,46
4/12/2023,84,40
4/13/2023,81,55
4/14/2023,75,40
4/15/2023,41,30
4/16/2023,47,25
4/17/2023,61,34
4/18/2023,69,43
4/19/2023,73,35
4/20/2023,62,23
4/21/2023,45,19
4/22/2023,46,22
4/23/2023,36,21
4/24/2023,55,34
4/25/2023,61,39
4/26/2023,58,32
4/27/2023,54,35
4/28/2023,64,32
4/29/2023,52,32
4/30/2023,67,36
5/1/2023,66,37
5/2/2023,70,44
5/3/2023,69,45
5/4/2023,75,50
5/5/2023,73,40
5/6/2023,74,38
5/7/2023,71,36
5/8/2023,67,39
5/9/2023,69,42
5/10/2023,77,51
5/11/2023,60,42
5/12/2023,47,40
5/13/2023,58,40
5/14/2023,56,46
5/15/2023,57,45
5/16/2023,64,43
5/17/2023,75,46
5/18/2023,76,49
5/19/2023,61,47
5/20/2023,56,43
5/21/2023,66,41
5/22/2023,70,43
5/23/2023,71,41
5/24/2023,74,51
5/25/2023,70,47
5/26/2023,75,47
5/27/2023,73,49
5/28/2023,76,43
5/29/2023,77,42
5/30/2023,74,52
5/31/2023,79,50
6/1/2023,75,50
6/2/2023,70,44
6/3/2023,71,48
6/4/2023,55,49
6/5/2023,60,51
6/6/2023,68,50
6/7/2023,75,46
6/8/2023,72,49
6/9/2023,73,48
6/10/2023,76,45
6/11/2023,73,45
6/12/2023,65,50
6/13/2023,62,41
6/14/2023,62,42
6/15/2023,75,52
6/16/2023,72,48
6/17/2023,57,45
6/18/2023,70,44
6/19/2023,83,55
6/20/2023,88,55
6/21/2023,83,49
6/22/2023,78,53
6/23/2023,76,53
6/24/2023,83,44
6/25/2023,80,49
6/26/2023,78,56
6/27/2023,89,63
6/28/2023,90,55
6/29/2023,87,60
6/30/2023,82,52
7/1/2023,74,46
7/2/2023,77,53
7/3/2023,83,50
7/4/2023,86,56
7/5/2023,77,53
7/6/2023,69,55
7/7/2023,77,55
7/8/2023,73,55
7/9/2023,75,54
7/10/2023,81,60
7/11/2023,89,57
7/12/2023,91,56
7/13/2023,89,62
7/14/2023,90,63
7/15/2023,78,57
7/16/2023,81,56
7/17/2023,86,58
7/18/2023,96,61
7/19/2023,92,61
7/20/2023,87,56
7/21/2023,81,53
7/22/2023,82,57
7/23/2023,85,60
7/24/2023,93,60
7/25/2023,94,60
7/26/2023,94,60
7/27/2023,92,59
7/28/2023,91,56
7/29/2023,92,56
7/30/2023,87,58
7/31/2023,83,63
8/1/2023,89,52
8/2/2023,85,56
8/3/2023,82,57
8/4/2023,85,55
8/5/2023,86,56
8/6/2023,81,56
8/7/2023,69,53
8/8/2023,81,56
8/9/2023,82,53
8/10/2023,78,63
8/11/2023,86,56
8/12/2023,86,61
8/13/2023,80,54
8/14/2023,69,56
8/15/2023,76,53
8/16/2023,87,57
8/17/2023,92,55
8/18/2023,86,62
8/19/2023,92,57
8/20/2023,92,54
8/21/2023,89,62
8/22/2023,91,67
8/23/2023,89,60
8/24/2023,90,59
8/25/2023,89,60
8/26/2023,66,53
8/27/2023,79,56
8/28/2023,86,52
8/29/2023,73,48
8/30/2023,79,59
8/31/2023,88,56
9/1/2023,90,55
9/2/2023,93,57
9/3/2023,89,60
9/4/2023,83,52
9/5/2023,86,48
9/6/2023,74,52
9/7/2023,84,49
9/8/2023,85,47
9/9/2023,85,52
9/10/2023,89,49
9/11/2023,67,51
9/12/2023,64,48
9/13/2023,73,46
9/14/2023,75,44
9/15/2023,70,50
9/16/2023,60,40
9/17/2023,72,43
9/18/2023,79,46
9/19/2023,78,48
9/20/2023,75,44
9/21/2023,77,48
9/22/2023,77,42
9/23/2023,80,44
9/24/2023,73,37
9/25/2023,73,41
9/26/2023,79,43
9/27/2023,80,47
9/28/2023,82,48
9/29/2023,85,44
9/30/2023,83,49
10/1/2023,85,49
10/2/2023,81,51
10/3/2023,79,42
10/4/2023,67,40
10/5/2023,66,38
10/6/2023,69,37
10/7/2023,50,34
10/8/2023,70,37
10/9/2023,73,37
10/10/2023,76,39
10/11/2023,76,41
10/12/2023,75,37
10/13/2023,56,34
10/14/2023,54,32
10/15/2023,52,25
10/16/2023,62,35
10/17/2023,73,39
10/18/2023,80,38
10/19/2023,70,40
10/20/2023,77,39
10/21/2023,82,38
10/22/2023,75,37
10/23/2023,78,40
10/24/2023,76,38
10/25/2023,78,39
10/26/2023,72,37
10/27/2023,62,33
10/28/2023,49,23
10/29/2023,28,4
10/30/2023,21,4
10/31/2023,46,15
11/1/2023,50,28
11/2/2023,60,31
11/3/2023,67,39
11/4/2023,69,34
11/5/2023,65,36
11/6/2023,74,38
11/7/2023,71,42
11/8/2023,74,32
11/9/2023,41,29
11/10/2023,45,24
11/11/2023,51,24
11/12/2023,59,28
11/13/2023,64,29
11/14/2023,65,35
11/15/2023,69,29
11/16/2023,68,30
11/17/2023,69,31
11/18/2023,63,27
11/19/2023,60,28
11/20/2023,52,32
11/21/2023,40,24
11/22/2023,51,24
11/23/2023,71,26
11/24/2023,36,17
11/25/2023,24,12
11/26/2023,24,11
11/27/2023,41,13
11/28/2023,44,21
11/29/2023,58,20
11/30/2023,60,19
12/1/2023,41,20
12/2/2023,42,18
12/3/2023,39,26
12/4/2023,39,23
12/5/2023,58,27
12/6/2023,63,28
12/7/2023,71,31
12/8/2023,62,27
12/9/2023,40,20
12/10/2023,39,10
12/11/2023,49,28
12/12/2023,52,25
12/13/2023,36,27
12/14/2023,39,22
12/15/2023,40,21
12/16/2023,42,21
12/17/2023,61,27
12/18/2023,58,25
12/19/2023,64,33
12/20/2023,63,37
12/21/2023,57,33
12/22/2023,56,26
12/23/2023,58,33
12/24/2023,50,21
12/25/2023,37,2
12/26/2023,25,9
12/27/2023,36,19
12/28/2023,42,11
12/29/2023,40,13
12/30/2023,51,19
12/31/2023,57,21
1/1/2024,41,20
1/2/2024,52,21
1/3/2024,48,18
1/4/2024,43,25
1/5/2024,37,17
1/6/2024,37,14
1/7/2024,36,18
1/8/2024,36,5
1/9/2024,29,-1
1/10/2024,43,17
1/11/2024,37,21
1/12/2024,31,-2
1/13/2024,37,-8
1/14/2024,4,-9
1/15/2024,10,-18
1/16/2024,12,-15
1/17/2024,39,12
1/18/2024,50,12
1/19/2024,49,12
1/20/2024,33,19
1/21/2024,57,29
1/22/2024,51,27
1/23/2024,56,26
1/24/2024,51,26
1/25/2024,48,23
1/26/2024,47,23
1/27/2024,36,15
1/28/2024,47,15
1/29/2024,57,27
1/30/2024,55,27
1/31/2024,61,27
2/1/2024,61,29
2/2/2024,59,28
2/3/2024,54,32
2/4/2024,32,14
2/5/2024,41,16
2/6/2024,53,26
2/7/2024,61,36
2/8/2024,52,30
2/9/2024,48,22
2/10/2024,40,25
2/11/2024,28,10
2/12/2024,36,12
2/13/2024,48,20
2/14/2024,49,25
2/15/2024,52,20
2/16/2024,56,24
2/17/2024,39,9
2/18/2024,36,13
2/19/2024,52,26
2/20/2024,59,32
2/21/2024,64,38
2/22/2024,60,27
2/23/2024,42,20
2/24/2024,49,23
2/25/2024,60,27
2/26/2024,62,41
2/27/2024,60,29
2/28/2024,30,6
2/29/2024,53,27
3/1/2024,60,35
3/2/2024,64,38
3/3/2024,63,29
3/4/2024,53,19
3/5/2024,50,19
3/6/2024,49,27
3/7/2024,57,29
3/8/2024,42,24
3/9/2024,28,14
3/10/2024,53,23
3/11/2024,63,29
